0,0.08333333333333333,41,492
1,0.06653225806451613,33,496
2,0.06627680311890838,34,513
3,0.057539682539682536,29,504
4,0.049429657794676805,26,526
5,0.04814814814814815,26,540
6,0.04684684684684685,26,555
7,0.04554455445544554,23,505
8,0.03125,15,480
9,0.030107526881720432,14,465
10,0.029465930018416207,16,543
11,0.02895752895752896,15,518
12,0.02872531418312388,16,557
13,0.028680688336520075,15,523
14,0.026515151515151516,14,528
15,0.02564102564102564,13,507
16,0.025590551181102362,13,508
17,0.02524271844660194,13,515
18,0.024667931688804556,13,527
19,0.024667931688804556,13,527
20,0.023166023166023165,12,518
21,0.023121387283236993,12,519
22,0.02112676056338028,12,568
23,0.02097902097902098,12,572
24,0.020964360587002098,10,477
25,0.02091254752851711,11,526
26,0.02,10,500
27,0.019855595667870037,11,554
28,0.019801980198019802,10,505
29,0.019569471624266144,10,511
30,0.019342359767891684,10,517
31,0.01882845188284519,9,478
32,0.018255578093306288,9,493
33,0.01818181818181818,10,550
34,0.017892644135188866,9,503
35,0.016917293233082706,9,532
36,0.016260162601626018,8,492
37,0.015841584158415842,8,505
38,0.015503875968992248,8,516
39,0.013916500994035786,7,503
40,0.01383399209486166,7,506
41,0.012396694214876033,6,484
42,0.01160541586073501,6,517
43,0.009671179883945842,5,517
44,0.009578544061302681,5,522
45,0.006060606060606061,3,495
46,0.0055147058823529415,3,544
47,0.004024144869215292,2,497
48,0.003913894324853229,2,511
49,0.0037735849056603774,2,530
