0,0.08333333333333333,26,312
1,0.08176100628930817,26,318
2,0.076158940397351,23,302
3,0.07167235494880546,21,293
4,0.07023411371237458,21,299
5,0.06535947712418301,20,306
6,0.0627062706270627,19,303
7,0.06060606060606061,18,297
8,0.0547945205479452,16,292
9,0.05362776025236593,17,317
10,0.05172413793103448,15,290
11,0.049689440993788817,16,322
12,0.049019607843137254,15,306
13,0.04833836858006042,16,331
14,0.0473186119873817,15,317
15,0.046153846153846156,15,325
16,0.045454545454545456,14,308
17,0.04436860068259386,13,293
18,0.04421768707482993,13,294
19,0.042682926829268296,14,328
20,0.04054054054054054,12,296
21,0.03951367781155015,13,329
22,0.03896103896103896,12,308
23,0.03825136612021858,14,366
24,0.038011695906432746,13,342
25,0.03663003663003663,10,273
26,0.036585365853658534,12,328
27,0.03592814371257485,12,334
28,0.035398230088495575,12,339
29,0.03488372093023256,12,344
30,0.031914893617021274,9,282
31,0.03188405797101449,11,345
32,0.030864197530864196,10,324
33,0.029605263157894735,9,304
34,0.02922077922077922,9,308
35,0.028089887640449437,10,356
36,0.02711864406779661,8,295
37,0.026143790849673203,8,306
38,0.023972602739726026,7,292
39,0.023668639053254437,8,338
40,0.02348993288590604,7,298
41,0.023411371237458192,7,299
42,0.022922636103151862,8,349
43,0.02097902097902098,6,286
44,0.020895522388059702,7,335
45,0.019169329073482427,6,313
46,0.017857142857142856,6,336
47,0.017804154302670624,6,337
48,0.013468013468013467,4,297
49,0.0031645569620253164,1,316
