0,0.05172413793103448,33,638
1,0.046474358974358976,29,624
2,0.044733044733044736,31,693
3,0.0445468509984639,29,651
4,0.04242424242424243,28,660
5,0.041666666666666664,30,720
6,0.04141104294478527,27,652
7,0.04090909090909091,27,660
8,0.039735099337748346,24,604
9,0.03868194842406877,27,698
10,0.036036036036036036,24,666
11,0.03576982892690513,23,643
12,0.03560830860534125,24,674
13,0.033973412112259974,23,677
14,0.03343949044585987,21,628
15,0.03343465045592705,22,658
16,0.03288490284005979,22,669
17,0.0328125,21,640
18,0.03271028037383177,21,642
19,0.03070175438596491,21,684
20,0.029503105590062112,19,644
21,0.028616852146263912,18,629
22,0.02857142857142857,19,665
23,0.02857142857142857,19,665
24,0.02823179791976226,19,673
25,0.02800658978583196,17,607
26,0.02789400278940028,20,717
27,0.02710843373493976,18,664
28,0.02643171806167401,18,681
29,0.025954198473282442,17,655
30,0.02533532041728763,17,671
31,0.025,16,640
32,0.02282453637660485,16,701
33,0.0219435736677116,14,638
34,0.020933977455716585,13,621
35,0.020497803806734993,14,683
36,0.019287833827893175,13,674
37,0.0188953488372093,13,688
38,0.018461538461538463,12,650
39,0.01834862385321101,12,654
40,0.01804511278195489,12,665
41,0.01788617886178862,11,615
42,0.017713365539452495,11,621
43,0.01762114537444934,12,681
44,0.017054263565891473,11,645
45,0.016339869281045753,10,612
46,0.0136986301369863,9,657
47,0.012102874432677761,8,661
48,0.009615384615384616,6,624
49,0.005050505050505051,3,594
